schema,table,column,type,length_or_precision,nullable,default_value
consumption,v_s014_earnings_signals,rsi_14_pre,numeric,"",YES,
consumption,v_s014_earnings_signals,sma_20_pre,numeric,"",YES,
consumption,v_s014_earnings_signals,close_pre,numeric,20,YES,
consumption,v_s014_earnings_signals,volume_pre,numeric,20,YES,
consumption,v_s014_earnings_signals,volume_sma_20_pre,numeric,"",YES,
consumption,v_s014_earnings_signals,price_vs_sma20,numeric,"",YES,
consumption,v_s014_earnings_signals,volume_vs_sma20,numeric,"",YES,
consumption,v_s014_earnings_signals,next_day_open,numeric,"",YES,
consumption,v_s015_sector_rotation,month,date,"",YES,
consumption,v_s015_sector_rotation,cpi_yoy,numeric,12,YES,
consumption,v_s015_sector_rotation,treasury_10y_avg,numeric,"",YES,
consumption,v_s015_sector_rotation,oil_avg_price,numeric,"",YES,
consumption,v_s015_sector_rotation,xle_close,numeric,12,YES,
consumption,v_s015_sector_rotation,xle_avg,numeric,"",YES,
consumption,v_s015_sector_rotation,xle_volume,numeric,"",YES,
consumption,v_s015_sector_rotation,xlp_close,numeric,12,YES,
consumption,v_s015_sector_rotation,xlp_avg,numeric,"",YES,
consumption,v_s015_sector_rotation,xlp_volume,numeric,"",YES,
consumption,v_s015_sector_rotation,xly_close,numeric,12,YES,
consumption,v_s015_sector_rotation,xly_avg,numeric,"",YES,
consumption,v_s015_sector_rotation,xly_volume,numeric,"",YES,
consumption,v_s101_hibor_input,date,date,"",YES,
consumption,v_s101_hibor_input,hibor_1m_pct,numeric,10,YES,
consumption,v_s101_hibor_input,prev_day_rate,numeric,"",YES,
consumption,v_s101_hibor_input,rate_change,numeric,"",YES,
consumption,v_s101_hibor_input,rate_20d_ma,numeric,"",YES,
consumption,vix_dashboard,date,date,"",NO,
consumption,vix_dashboard,vix,numeric,12,YES,
consumption,vix_dashboard,vix_sma60,numeric,12,YES,
consumption,vix_dashboard,vix_z60,numeric,12,YES,
consumption,vix_dashboard,regime,character varying,20,YES,
consumption,vix_dashboard,signal_flag,integer,32,YES,
consumption,vix_dashboard,updated_at,timestamp with time zone,"",YES,now()
gold,accruals_quality,id,integer,32,NO,nextval('gold.accruals_quality_id_seq'::regclass)
gold,accruals_quality,ticker,character varying,10,NO,
gold,accruals_quality,quarter,date,"",NO,
gold,accruals_quality,net_income,numeric,15,YES,
gold,accruals_quality,operating_cash_flow,numeric,15,YES,
gold,accruals_quality,total_assets,numeric,15,YES,
gold,accruals_quality,accruals,numeric,15,YES,
gold,accruals_quality,accruals_ratio,numeric,8,YES,
gold,accruals_quality,quality_score,numeric,8,YES,
gold,accruals_quality,created_at,timestamp without time zone,"",YES,now()
gold,agent_events,id,uuid,"",NO,gen_random_uuid()
gold,agent_events,event_type,character varying,100,NO,
gold,agent_events,strategy_id,character varying,50,YES,
gold,agent_events,domain,character varying,50,YES,'quant'::character varying
gold,agent_events,agent_name,character varying,50,NO,
gold,agent_events,payload_json,jsonb,"",YES,'{}'::jsonb
gold,agent_events,status,character varying,20,YES,'pending'::character varying
gold,agent_events,created_at,timestamp with time zone,"",YES,now()
gold,agent_events,payload,jsonb,"",YES,
gold,asset_registry,ticker,character varying,20,NO,
gold,asset_registry,name,character varying,100,YES,
gold,asset_registry,asset_class,character varying,20,NO,
gold,asset_registry,market,character varying,20,YES,
gold,asset_registry,horizon,character varying,20,YES,
gold,asset_registry,is_active,boolean,"",YES,true
gold,asset_registry,created_at,timestamp without time zone,"",YES,((CURRENT_TIMESTAMP AT TIME ZONE 'UTC'::text) + '08:00:00'::interval)
gold,asset_registry,sector,character varying,50,YES,
gold,asset_registry,description,text,"",YES,
gold,asset_registry,updated_at,timestamp without time zone,"",YES,now()
gold,audit_events,id,bigint,64,NO,nextval('gold.audit_events_id_seq'::regclass)
gold,audit_events,event_time,timestamp without time zone,"",YES,now()
gold,audit_events,event_type,character varying,100,YES,
gold,audit_events,user_id,character varying,100,YES,
gold,audit_events,source,character varying,100,YES,
gold,audit_events,action,character varying,100,YES,
gold,audit_events,details,jsonb,"",YES,
gold,audit_events,ip_address,inet,"",YES,
gold,commodity_futures,id,integer,32,NO,nextval('gold.commodity_futures_id_seq'::regclass)
gold,commodity_futures,ticker,character varying,20,NO,
gold,commodity_futures,name,character varying,100,NO,
gold,commodity_futures,category,character varying,50,NO,
gold,commodity_futures,exchange,character varying,20,NO,
gold,commodity_futures,date,date,"",NO,
gold,commodity_futures,open_price,numeric,15,YES,
gold,commodity_futures,high_price,numeric,15,YES,
gold,commodity_futures,low_price,numeric,15,YES,
gold,commodity_futures,close_price,numeric,15,YES,
gold,commodity_futures,volume,bigint,64,YES,
gold,commodity_futures,returns,numeric,10,YES,
gold,commodity_futures,log_returns,numeric,10,YES,
gold,commodity_futures,volatility_20d,numeric,10,YES,
gold,commodity_futures,sma_50,numeric,15,YES,
gold,commodity_futures,sma_200,numeric,15,YES,
gold,commodity_futures,month,integer,32,YES,
gold,commodity_futures,quarter,integer,32,YES,
gold,commodity_futures,year,integer,32,YES,
gold,commodity_futures,day_of_year,integer,32,YES,
gold,commodity_futures,collected_at,timestamp without time zone,"",YES,now()
gold,commodity_metrics,id,integer,32,NO,nextval('gold.commodity_metrics_id_seq'::regclass)
gold,commodity_metrics,date,timestamp without time zone,"",NO,
gold,commodity_metrics,ticker,character varying,20,NO,
gold,commodity_metrics,close_price,double precision,53,YES,
gold,commodity_metrics,log_return,double precision,53,YES,
gold,commodity_metrics,volume,bigint,64,YES,
gold,commodity_metrics,us_10y_real_yield,double precision,53,YES,
gold,commodity_metrics,dxy_close,double precision,53,YES,
gold,commodity_metrics,inflation_breakeven,double precision,53,YES,
gold,commodity_metrics,gold_silver_ratio,double precision,53,YES,
gold,commodity_metrics,sp500_correlation,double precision,53,YES,
gold,commodity_metrics,inventory_levels,double precision,53,YES,
gold,commodity_metrics,etf_holdings_tonnes,double precision,53,YES,
gold,commodity_metrics,cot_net_commercial,double precision,53,YES,
gold,commodity_metrics,cot_net_speculator,double precision,53,YES,
gold,commodity_metrics,rsi_14,double precision,53,YES,
gold,commodity_metrics,macd_histogram,double precision,53,YES,
gold,commodity_metrics,bollinger_width,double precision,53,YES,
gold,commodity_metrics,seasonality_score,double precision,53,YES,
gold,commodity_metrics,prophet_forecast,double precision,53,YES,
gold,commodity_metrics,candlestick_pattern,character varying,100,YES,
gold,commodity_metrics,candlestick_sentiment,double precision,53,YES,
gold,commodity_seasonality,id,integer,32,NO,nextval('gold.commodity_seasonality_id_seq'::regclass)
gold,commodity_seasonality,ticker,character varying,20,NO,
gold,commodity_seasonality,name,character varying,100,NO,
gold,commodity_seasonality,category,character varying,50,NO,
gold,commodity_seasonality,month,integer,32,NO,
gold,commodity_seasonality,avg_return,numeric,10,YES,
gold,commodity_seasonality,std_return,numeric,10,YES,
gold,commodity_seasonality,obs_count,integer,32,YES,
gold,commodity_seasonality,seasonal_bias,character varying,20,YES,
gold,commodity_seasonality,calculated_at,timestamp without time zone,"",YES,now()
gold,commodity_seasonality,win_rate,numeric,"",YES,
gold,commodity_seasonality,z_score,numeric,"",YES,
gold,consensus_ratings,id,integer,32,NO,nextval('gold.consensus_ratings_id_seq'::regclass)
gold,consensus_ratings,ticker,character varying,20,NO,
gold,consensus_ratings,strong_buy,integer,32,YES,0
gold,consensus_ratings,buy,integer,32,YES,0
gold,consensus_ratings,hold,integer,32,YES,0
gold,consensus_ratings,sell,integer,32,YES,0
gold,consensus_ratings,strong_sell,integer,32,YES,0
gold,consensus_ratings,total_analysts,integer,32,YES,0
gold,consensus_ratings,target_high,numeric,10,YES,
gold,consensus_ratings,target_low,numeric,10,YES,
gold,consensus_ratings,target_mean,numeric,10,YES,
gold,consensus_ratings,target_median,numeric,10,YES,
gold,consensus_ratings,current_price,numeric,10,YES,
gold,consensus_ratings,upside_pct,numeric,5,YES,
gold,consensus_ratings,report_date,date,"",YES,
gold,consensus_ratings,collected_at,timestamp without time zone,"",YES,now()
gold,cot_sentiment,instrument,character varying,50,NO,
gold,cot_sentiment,date,date,"",NO,
gold,cot_sentiment,report_date,date,"",NO,
gold,cot_sentiment,noncomm_long,bigint,64,YES,
gold,cot_sentiment,noncomm_short,bigint,64,YES,
gold,cot_sentiment,net_noncomm,bigint,64,YES,
gold,cot_sentiment,cot_z,numeric,12,YES,
gold,cot_sentiment,sentiment,character varying,20,YES,
gold,cot_sentiment,signal_flag,integer,32,YES,0
gold,cot_sentiment,updated_at,timestamp with time zone,"",YES,now()
gold,crypto_funding_metrics,symbol,character varying,50,NO,
gold,crypto_funding_metrics,date,date,"",NO,
gold,crypto_funding_metrics,funding_rate_8h,numeric,18,YES,
gold,crypto_funding_metrics,funding_z,numeric,12,YES,
gold,crypto_funding_metrics,n_obs,integer,32,YES,0
gold,crypto_funding_metrics,signal_flag,integer,32,YES,0
gold,crypto_funding_metrics,regime,character varying,20,YES,
gold,crypto_funding_metrics,updated_at,timestamp with time zone,"",YES,now()
gold,crypto_kpis,id,integer,32,NO,nextval('gold.crypto_kpis_id_seq'::regclass)
gold,crypto_kpis,ticker,text,"",NO,
gold,crypto_kpis,date,date,"",NO,
gold,crypto_kpis,open,numeric,"",YES,
gold,crypto_kpis,high,numeric,"",YES,
gold,crypto_kpis,low,numeric,"",YES,
gold,crypto_kpis,close,numeric,"",YES,
gold,crypto_kpis,volume,numeric,"",YES,
gold,crypto_kpis,body_size,numeric,"",YES,
gold,crypto_kpis,upper_shadow,numeric,"",YES,
gold,crypto_kpis,lower_shadow,numeric,"",YES,
gold,crypto_kpis,candle_type,text,"",YES,
gold,crypto_kpis,atr_14,numeric,"",YES,
gold,crypto_kpis,volatility_20d,numeric,"",YES,
gold,crypto_kpis,volatility_7d,numeric,"",YES,
gold,crypto_kpis,daily_range_pct,numeric,"",YES,
gold,crypto_kpis,sma_5,numeric,"",YES,
gold,crypto_kpis,sma_20,numeric,"",YES,
gold,crypto_kpis,sma_50,numeric,"",YES,
gold,crypto_kpis,trend_direction,text,"",YES,
gold,crypto_kpis,price_vs_sma20_pct,numeric,"",YES,
gold,crypto_kpis,rsi_14,numeric,"",YES,
gold,crypto_kpis,macd_line,numeric,"",YES,
gold,crypto_kpis,macd_signal,numeric,"",YES,
gold,crypto_kpis,bb_upper,numeric,"",YES,
gold,crypto_kpis,bb_lower,numeric,"",YES,
gold,crypto_kpis,bb_position,numeric,"",YES,
gold,crypto_kpis,volume_sma_20,numeric,"",YES,
gold,crypto_kpis,volume_ratio,numeric,"",YES,
gold,crypto_kpis,cond_high_volume,boolean,"",YES,
gold,crypto_kpis,cond_rsi_below_30,boolean,"",YES,
gold,crypto_kpis,cond_rsi_above_70,boolean,"",YES,
gold,crypto_kpis,cond_above_bb,boolean,"",YES,
gold,crypto_kpis,cond_below_bb,boolean,"",YES,
gold,crypto_kpis,crypto_breakout_trigger,boolean,"",YES,
gold,crypto_kpis,crypto_oversold_bounce_trigger,boolean,"",YES,
gold,crypto_kpis,crypto_volume_spike_trigger,boolean,"",YES,
gold,crypto_kpis,updated_at,timestamp with time zone,"",YES,now()
gold,crypto_metrics,id,integer,32,NO,nextval('gold.crypto_metrics_id_seq'::regclass)
gold,crypto_metrics,date,timestamp without time zone,"",NO,
gold,crypto_metrics,ticker,character varying,20,NO,
gold,crypto_metrics,close_price,double precision,53,YES,
gold,crypto_metrics,log_return,double precision,53,YES,
gold,crypto_metrics,volume_24h,bigint,64,YES,
gold,crypto_metrics,market_cap_usd,double precision,53,YES,
gold,crypto_metrics,btc_dominance,double precision,53,YES,
gold,crypto_metrics,eth_gas_price_gwei,double precision,53,YES,
gold,crypto_metrics,hash_rate_th_s,double precision,53,YES,
gold,crypto_metrics,exchange_inflow_proxy,double precision,53,YES,
gold,crypto_metrics,exchange_outflow_proxy,double precision,53,YES,
gold,crypto_metrics,fear_greed_index,integer,32,YES,
gold,crypto_metrics,stablecoin_supply_ratio,double precision,53,YES,
gold,crypto_metrics,funding_rate,double precision,53,YES,
gold,crypto_metrics,open_interest_usd,double precision,53,YES,
gold,crypto_metrics,liquidations_24h_usd,double precision,53,YES,
gold,crypto_metrics,rsi_14,double precision,53,YES,
gold,crypto_metrics,macd_histogram,double precision,53,YES,
gold,crypto_metrics,bollinger_width,double precision,53,YES,
gold,crypto_metrics,mvrv_z_score,double precision,53,YES,
gold,crypto_metrics,nvt_ratio,double precision,53,YES,
gold,crypto_metrics,prophet_forecast,double precision,53,YES,
gold,crypto_metrics,lsd_divergence_score,double precision,53,YES,
gold,crypto_metrics,candlestick_pattern,character varying,100,YES,
gold,crypto_metrics,candlestick_sentiment,double precision,53,YES,
gold,crypto_technical_metrics,id,bigint,64,NO,nextval('gold.crypto_technical_metrics_id_seq'::regclass)
gold,crypto_technical_metrics,date,timestamp without time zone,"",NO,
gold,crypto_technical_metrics,ticker,character varying,20,NO,
gold,crypto_technical_metrics,asset_type,character varying,20,YES,
gold,crypto_technical_metrics,asset_subtype,character varying,20,YES,
gold,crypto_technical_metrics,sector,character varying,50,YES,
gold,crypto_technical_metrics,industry,character varying,50,YES,
gold,crypto_technical_metrics,open_price,numeric,"",YES,
gold,crypto_technical_metrics,high_price,numeric,"",YES,
gold,crypto_technical_metrics,low_price,numeric,"",YES,
gold,crypto_technical_metrics,close_price,numeric,"",YES,
gold,crypto_technical_metrics,volume,numeric,"",YES,
gold,crypto_technical_metrics,daily_return,numeric,"",YES,
gold,crypto_technical_metrics,volatility_20d,numeric,"",YES,
gold,crypto_technical_metrics,vwap,numeric,"",YES,
gold,crypto_technical_metrics,rsi,numeric,"",YES,
gold,crypto_technical_metrics,macd,numeric,"",YES,
gold,crypto_technical_metrics,macd_signal,numeric,"",YES,
gold,crypto_technical_metrics,atr_14d,numeric,"",YES,
gold,crypto_technical_metrics,bollinger_upper,numeric,"",YES,
gold,crypto_technical_metrics,bollinger_lower,numeric,"",YES,
gold,crypto_technical_metrics,sma_20,numeric,"",YES,
gold,crypto_technical_metrics,sharpe_ratio,numeric,"",YES,
gold,crypto_technical_metrics,max_drawdown,numeric,"",YES,
gold,crypto_technical_metrics,volume_vs_avg,numeric,"",YES,
gold,crypto_technical_metrics,currency,character varying,10,YES,
gold,crypto_technical_metrics,data_quality_score,numeric,"",YES,
gold,crypto_technical_metrics,is_active,boolean,"",YES,
gold,crypto_technical_metrics,primary_exchange,character varying,20,YES,
gold,crypto_technical_metrics,source,character varying,20,YES,
gold,crypto_technical_metrics,created_at,timestamp without time zone,"",YES,
gold,crypto_technical_metrics,updated_at,timestamp without time zone,"",YES,
gold,daily_ohlcv,ticker,character varying,50,NO,
gold,daily_ohlcv,date,date,"",NO,
gold,daily_ohlcv,asset_class,character varying,50,YES,
gold,daily_ohlcv,market,character varying,20,YES,
gold,daily_ohlcv,open,numeric,18,YES,
gold,daily_ohlcv,high,numeric,18,YES,
gold,daily_ohlcv,low,numeric,18,YES,
gold,daily_ohlcv,close,numeric,18,YES,
gold,daily_ohlcv,volume,bigint,64,YES,
gold,daily_ohlcv,adjusted_close,numeric,18,YES,
gold,daily_ohlcv,returns_1d,numeric,12,YES,
gold,daily_ohlcv,primary_source,character varying,50,YES,
gold,daily_ohlcv,created_at,timestamp with time zone,"",YES,now()
gold,daily_ohlcv,updated_at,timestamp with time zone,"",YES,now()
gold,delisted_tickers,id,bigint,64,NO,nextval('gold.delisted_tickers_id_seq'::regclass)
gold,delisted_tickers,ticker,character varying,20,NO,
gold,delisted_tickers,name,character varying,200,YES,
gold,delisted_tickers,sector,character varying,100,YES,
gold,delisted_tickers,delisted_date,date,"",YES,
gold,delisted_tickers,reason,character varying,100,YES,
gold,delisted_tickers,last_price,numeric,18,YES,
gold,delisted_tickers,successor_ticker,character varying,20,YES,
gold,delisted_tickers,data_available_from,date,"",YES,
gold,delisted_tickers,data_available_to,date,"",YES,
gold,delisted_tickers,source,character varying,50,YES,
gold,delisted_tickers,created_at,timestamp with time zone,"",YES,now()
gold,earnings_data,id,integer,32,NO,nextval('gold.earnings_data_id_seq'::regclass)
gold,earnings_data,ticker,character varying,20,NO,
gold,earnings_data,report_date,date,"",NO,
gold,earnings_data,fiscal_quarter,character varying,10,YES,
gold,earnings_data,actual_eps,numeric,10,YES,
gold,earnings_data,estimate_eps,numeric,10,YES,
gold,earnings_data,surprise_pct,numeric,10,YES,
gold,earnings_data,collected_at,timestamp without time zone,"",YES,now()
gold,earnings_signals,id,bigint,64,NO,nextval('gold.earnings_signals_id_seq'::regclass)
gold,earnings_signals,symbol,character varying,20,NO,
gold,earnings_signals,earnings_date,date,"",NO,
gold,earnings_signals,eps_surprise_pct,numeric,10,NO,
gold,earnings_signals,surprise_category,character varying,10,NO,
gold,earnings_signals,signal_window_start,date,"",YES,
gold,earnings_signals,signal_window_end,date,"",YES,
gold,earnings_signals,created_at,timestamp with time zone,"",YES,now()
gold,etf_daily_data,id,integer,32,NO,nextval('gold.etf_daily_data_id_seq'::regclass)
gold,etf_daily_data,ticker,character varying,10,NO,
gold,etf_daily_data,date,date,"",NO,
gold,etf_daily_data,open_price,numeric,12,YES,
gold,etf_daily_data,high_price,numeric,12,YES,
gold,etf_daily_data,low_price,numeric,12,YES,
gold,etf_daily_data,close_price,numeric,12,YES,
gold,etf_daily_data,volume,bigint,64,YES,
gold,etf_daily_data,dividends,numeric,12,YES,
gold,etf_daily_data,splits,numeric,12,YES,
gold,etf_daily_data,created_at,timestamp without time zone,"",YES,now()
gold,fx_alerts,id,integer,32,NO,nextval('gold.fx_alerts_id_seq'::regclass)
gold,fx_alerts,timestamp,timestamp without time zone,"",YES,now()
gold,fx_alerts,ticker,character varying,20,YES,
gold,fx_alerts,alert_type,character varying,50,YES,
gold,fx_alerts,severity,character varying,20,YES,
gold,fx_alerts,message,text,"",YES,
gold,fx_alerts,value,numeric,18,YES,
gold,fx_alerts,threshold,numeric,18,YES,
gold,fx_alerts,acknowledged,boolean,"",YES,false
gold,fx_bars_5s,id,bigint,64,NO,nextval('gold.fx_bars_5s_id_seq'::regclass)
gold,fx_bars_5s,timestamp,timestamp without time zone,"",NO,
gold,fx_bars_5s,ticker,character varying,20,NO,
gold,fx_bars_5s,open,numeric,18,YES,
gold,fx_bars_5s,high,numeric,18,YES,
gold,fx_bars_5s,low,numeric,18,YES,
gold,fx_bars_5s,close,numeric,18,YES,
gold,fx_bars_5s,volume,bigint,64,YES,
gold,fx_metrics,id,integer,32,NO,nextval('gold.fx_metrics_id_seq'::regclass)
gold,fx_metrics,date,timestamp without time zone,"",NO,
gold,fx_metrics,ticker,character varying,20,NO,
gold,fx_metrics,close_price,double precision,53,YES,
gold,fx_metrics,log_return,double precision,53,YES,
gold,fx_metrics,interest_rate_diff,double precision,53,YES,
gold,fx_metrics,dxy_correlation,double precision,53,YES,
gold,fx_metrics,volatility_24h,double precision,53,YES,
gold,fx_metrics,rsi_14,double precision,53,YES,
gold,fx_metrics,macd_histogram,double precision,53,YES,
gold,fx_metrics,bollinger_width,double precision,53,YES,
gold,fx_metrics,prophet_forecast,double precision,53,YES,
gold,fx_metrics,market_regime,character varying,20,YES,
gold,fx_metrics,candlestick_pattern,character varying,100,YES,
gold,fx_metrics,candlestick_sentiment,double precision,53,YES,
gold,fx_metrics,stoch_k,numeric,8,YES,
gold,fx_metrics,stoch_d,numeric,8,YES,
gold,fx_metrics,stoch_oversold,boolean,"",YES,
gold,fx_metrics,stoch_overbought,boolean,"",YES,
gold,fx_metrics,adx,numeric,8,YES,
gold,fx_metrics,adx_plus_di,numeric,8,YES,
gold,fx_metrics,adx_minus_di,numeric,8,YES,
gold,fx_metrics,adx_trend_strength,character varying,20,YES,
gold,fx_metrics,psar,numeric,12,YES,
gold,fx_metrics,psar_direction,character varying,10,YES,
gold,fx_metrics,psar_flip,boolean,"",YES,
gold,fx_metrics,macd_line,numeric,12,YES,
gold,fx_metrics,macd_signal,numeric,12,YES,
gold,fx_metrics,open,numeric,"",YES,
gold,fx_metrics,high,numeric,"",YES,
gold,fx_metrics,low,numeric,"",YES,
gold,fx_metrics,atr_14,numeric,"",YES,
gold,fx_metrics,volatility_20d,numeric,"",YES,
gold,fx_metrics,sma_5,numeric,"",YES,
gold,fx_metrics,sma_20,numeric,"",YES,
gold,fx_metrics,sma_50,numeric,"",YES,
gold,hft_metrics,id,integer,32,NO,nextval('gold.hft_metrics_id_seq'::regclass)
gold,hft_metrics,date,timestamp without time zone,"",NO,
gold,hft_metrics,ticker,character varying,20,NO,
gold,hft_metrics,liquidity_pressure,double precision,53,YES,
gold,hft_metrics,fusion_score,double precision,53,YES,
gold,hft_metrics,shock_index,double precision,53,YES,
gold,hft_metrics,arbitrage_gap,double precision,53,YES,
gold,hft_metrics,market_velocity,double precision,53,YES,
gold,hk_ipo_calendar,ticker,character varying,20,NO,
gold,hk_ipo_calendar,stock_name,character varying,255,NO,
gold,hk_ipo_calendar,listing_date,date,"",NO,
gold,hk_ipo_calendar,offer_price,numeric,10,NO,
gold,hk_ipo_calendar,currency,character varying,3,YES,'HKD'::character varying
gold,hk_ipo_calendar,market_cap_hkd,numeric,20,YES,
gold,hk_ipo_calendar,market_cap_usd,numeric,20,YES,
gold,hk_ipo_calendar,sector,character varying,100,YES,
gold,hk_ipo_calendar,sub_sector,character varying,100,YES,
gold,hk_ipo_calendar,sponsor,character varying,255,YES,
gold,hk_ipo_calendar,underwriters,ARRAY,"",YES,
gold,hk_ipo_calendar,shares_offered,bigint,64,YES,
gold,hk_ipo_calendar,greenshoe_shares,bigint,64,YES,
gold,hk_ipo_calendar,board,character varying,20,YES,
gold,hk_ipo_calendar,is_active,boolean,"",YES,true
gold,hk_ipo_calendar,created_at,timestamp without time zone,"",YES,now()
gold,hk_ipo_calendar,updated_at,timestamp without time zone,"",YES,now()
gold,hk_ipo_details,ticker,character varying,20,NO,
gold,hk_ipo_details,oversubscription_retail,numeric,10,YES,
gold,hk_ipo_details,oversubscription_institutional,numeric,10,YES,
gold,hk_ipo_details,oversubscription_total,numeric,10,YES,
gold,hk_ipo_details,cornerstone_total_pct,numeric,5,YES,
gold,hk_ipo_details,cornerstone_investors,jsonb,"",YES,
gold,hk_ipo_details,cornerstone_lockup_avg_days,integer,32,YES,
gold,hk_ipo_details,lockup_period_days,integer,32,YES,
gold,hk_ipo_details,greenshoe_pct,numeric,5,YES,
gold,hk_ipo_details,use_of_proceeds,text,"",YES,
gold,hk_ipo_details,application_start,date,"",YES,
gold,hk_ipo_details,application_end,date,"",YES,
gold,hk_ipo_details,price_fixing_date,date,"",YES,
gold,hk_ipo_details,allotment_date,date,"",YES,
gold,hk_ipo_details,listing_date,date,"",YES,
gold,hk_ipo_details,lockup_expiry_date,date,"",YES,
gold,hk_ipo_details,prospectus_url,text,"",YES,
gold,hk_ipo_details,created_at,timestamp without time zone,"",YES,now()
gold,hk_ipo_details,updated_at,timestamp without time zone,"",YES,now()
gold,hk_ipo_performance,ticker,character varying,20,NO,
gold,hk_ipo_performance,listing_date,date,"",NO,
gold,hk_ipo_performance,offer_price,numeric,10,NO,
gold,hk_ipo_performance,first_day_open,numeric,10,YES,
gold,hk_ipo_performance,first_day_close,numeric,10,YES,
gold,hk_ipo_performance,first_day_volume,bigint,64,YES,
gold,hk_ipo_performance,first_day_return_pct,numeric,10,YES,
gold,hk_ipo_performance,return_day3_pct,numeric,10,YES,
gold,hk_ipo_performance,return_day5_pct,numeric,10,YES,
gold,hk_ipo_performance,return_day10_pct,numeric,10,YES,
gold,hk_ipo_performance,return_day20_pct,numeric,10,YES,
gold,hk_ipo_performance,return_day30_pct,numeric,10,YES,
gold,hk_ipo_performance,return_day60_pct,numeric,10,YES,
gold,hk_ipo_performance,return_day90_pct,numeric,10,YES,
gold,hk_ipo_performance,current_price,numeric,10,YES,
gold,hk_ipo_performance,total_return_pct,numeric,10,YES,
gold,hk_ipo_performance,high_since_listing,numeric,10,YES,
gold,hk_ipo_performance,low_since_listing,numeric,10,YES,
gold,hk_ipo_performance,max_drawdown_pct,numeric,10,YES,
gold,hk_ipo_performance,performance_tier,character varying,20,YES,
gold,hk_ipo_performance,vs_ipo_index_return_pct,numeric,10,YES,
gold,hk_ipo_performance,created_at,timestamp without time zone,"",YES,now()
gold,hk_ipo_performance,updated_at,timestamp without time zone,"",YES,now()
gold,hmm_regime_states,date,date,"",NO,
gold,hmm_regime_states,hmm_state,smallint,16,YES,
gold,hmm_regime_states,hmm_label,character varying,10,YES,
gold,hmm_regime_states,confidence,double precision,53,YES,
gold,hmm_regime_states,computed_at,timestamp without time zone,"",YES,now()
gold,ib_orders,id,integer,32,NO,nextval('gold.ib_orders_id_seq'::regclass)
gold,ib_orders,ibkr_order_id,character varying,50,YES,
gold,ib_orders,strategy_id,character varying,50,YES,
gold,ib_orders,ticker,character varying,20,YES,
gold,ib_orders,action,character varying,10,YES,
gold,ib_orders,order_type,character varying,50,YES,
gold,ib_orders,quantity,integer,32,YES,
gold,ib_orders,limit_price,numeric,18,YES,
gold,ib_orders,stop_price,numeric,18,YES,
gold,ib_orders,status,character varying,50,YES,
gold,ib_orders,filled_qty,integer,32,YES,
gold,ib_orders,avg_fill_price,numeric,18,YES,
gold,ib_orders,placed_at,timestamp without time zone,"",YES,
gold,ib_orders,filled_at,timestamp without time zone,"",YES,
gold,ib_orders,updated_at,timestamp without time zone,"",YES,now()
gold,ibkr_account_summary,account,character varying,50,NO,
gold,ibkr_account_summary,net_liquidation,numeric,20,YES,
gold,ibkr_account_summary,cash_hkd,numeric,20,YES,
gold,ibkr_account_summary,cash_usd,numeric,20,YES,
gold,ibkr_account_summary,available_funds,numeric,20,YES,
gold,ibkr_account_summary,buying_power,numeric,20,YES,
gold,ibkr_account_summary,position_count,integer,32,YES,
gold,ibkr_account_summary,fetched_at,timestamp without time zone,"",YES,
gold,ibkr_orders,id,bigint,64,NO,nextval('gold.ibkr_orders_id_seq'::regclass)
gold,ibkr_orders,strategy_id,character varying,50,YES,
gold,ibkr_orders,ticker,character varying,20,YES,
gold,ibkr_orders,action,character varying,10,YES,
gold,ibkr_orders,quantity,integer,32,YES,
gold,ibkr_orders,order_type,character varying,20,YES,
gold,ibkr_orders,order_id,character varying,50,YES,
gold,ibkr_orders,perm_id,character varying,50,YES,
gold,ibkr_orders,status,character varying,50,YES,'Submitted'::character varying
gold,ibkr_orders,filled,integer,32,YES,0
gold,ibkr_orders,remaining,integer,32,YES,
gold,ibkr_orders,avg_fill_price,numeric,20,YES,
gold,ibkr_orders,last_fill_price,numeric,20,YES,
gold,ibkr_orders,commission,numeric,20,YES,
gold,ibkr_orders,realized_pnl,numeric,20,YES,
gold,ibkr_orders,submit_time,timestamp without time zone,"",YES,now()
gold,ibkr_orders,execution_time,timestamp without time zone,"",YES,
gold,ibkr_orders,gtc,boolean,"",YES,true
gold,ibkr_orders,notes,text,"",YES,
gold,ibkr_orders,created_at,timestamp without time zone,"",YES,now()
gold,ibkr_orders,updated_at,timestamp without time zone,"",YES,now()
gold,ibkr_orders,price,numeric,15,YES,
gold,ibkr_orders,account,character varying,50,YES,'DUP825942'::character varying
gold,ibkr_orders,order_date,date,"",YES,CURRENT_DATE
gold,ibkr_positions_live,id,bigint,64,NO,nextval('gold.ibkr_positions_live_id_seq'::regclass)
gold,ibkr_positions_live,account,character varying,50,NO,
gold,ibkr_positions_live,ticker,character varying,20,NO,
gold,ibkr_positions_live,quantity,numeric,"",YES,
gold,ibkr_positions_live,avg_cost,numeric,"",YES,
gold,ibkr_positions_live,market_price,numeric,"",YES,
gold,ibkr_positions_live,market_value,numeric,"",YES,
gold,ibkr_positions_live,unrealized_pnl,numeric,"",YES,
gold,ibkr_positions_live,unrealized_pnl_pct,numeric,"",YES,
gold,ibkr_positions_live,side,character varying,10,YES,
gold,ibkr_positions_live,asset_class,character varying,20,YES,
